mint gas,trade gas,cross chain fee
353375708579894,674848755940559,701729490550232
351656733555129,586202713997721,701729490550232
351583142577744,671647180629361,701729490550232
350513567146512,678469954648399,701729490550232
349537630550108,669905014367873,701729490550232
349161927585373,554678481423288,701729490550232
349129520974080,668556936128097,701729490550232
347868783671178,665883074443125,701729490550232
347827951098141,545999328018693,701729490550232
347640006673299,509025288746723,701729490550232
347184869336074,670481144952567,701729490550232
346557209059600,664078680477015,701729490550232
345384104055194,481759368185730,701729490550232
343709246275943,561180808580306,701729490550232
341623392311740,663155510716783,701729490550232
340713798306701,596173002316499,701729490550232
339878063002990,614651714908124,701729490550232
339127548737317,469028864457173,701729490550232
338976618342505,460831279633565,701729490550232
338849033475622,460139994560842,701729490550232
338028410976343,485397871240961,701729490550232
334966764158488,650348100606125,701729490550232
334961428683437,495191758227389,701729490550232
333470729059610,616947937919697,701729490550232
330025304807352,633920472523634,701729490550232
329364410920006,631130114712897,701729490550232
328855666575530,594790684820284,701729490550232
326182637022242,629555446334033,701729490550232
324704063573120,623106347069870,701729490550232
324487458136072,621744170861995,701729490550232
323533954587960,466576898064013,701729490550232
323303799690872,618772239501303,701729490550232
322874995579752,623619490628703,701729490550232
322457752007622,621445339973453,701729490550232
322370770907724,618789021028337,701729490550232
322247818992638,618560047892897,701729490550232
322109565056048,619060800587510,701729490550232
321656481829830,437929102358827,701729490550232
321484550100546,497709823908621,701729490550232
320720608191060,616254229421538,701729490550232
319419458788412,617100653387583,701729490550232
317979288190071,629578876686146,701729490550232
316332513133252,607240438596766,611994783836216
314246399874043,550872011226424,701729490550232
313765537749320,513665144811006,701729490550232
313439680879445,523068653166404,701729490550232
313048770465905,437741669129519,701729490550232
312742858480502,463950637143339,701729490550232
310355891727722,506416491630907,701729490550232
310195636658542,446797970777228,701729490550232
308158147898832,597607955574230,611994783836216
306801339115682,584047215123847,701729490550232
302749195082292,522770350434667,701729490550232
300303774984930,564186068761578,701729490550232
297109912422223,466213602762819,701729490550232
294193416828696,578579130967712,611994783836216
292625458260520,560358076416902,611994783836216
291830333835080,440995581556183,701729490550232
291622552740872,477878776469344,701729490550232
290440919379380,556797683341496,611994783836216
288590208623454,550124520272864,701729490550232
288455956881565,580293278225968,701729490550232
287545175669134,468646748401991,701729490550232
286400565313632,555414147677056,611994783836216
285314431049472,590868503787851,701729490550232
283753439525864,543088718489990,611994783836216
283650263603168,544643650490060,611994783836216
283400586892192,544163387920288,611994783836216
282100855663704,541859705245250,611994783836216
281587345712904,541140399946830,611994783836216
280577818601812,475648017326966,701729490550232
280400979126268,538746132746860,611994783836216
280084686453880,538403801223624,611994783836216
279760548418859,624469242442060,701729490550232
278789255134700,418327002936860,861411103731360
278490432923185,517094978534363,701729490550232
276578372844334,515844466605450,701729490550232
275675591102882,617499769270172,701729490550232
275320045532879,622854079476445,701729490550232
273156363925001,568185894587332,701729490550232
272367638403168,531862536369812,611994783836216
272231032357114,530912721970570,701729490550232
267538444666345,466916149383363,701729490550232
265025011730866,593395942573213,701729490550232
263355945696650,544974338841189,701729490550232
262962873827808,518611013433424,861411103731360
250669057616208,492462601740602,861411103731360
239140368740196,472598301559960,861411103731360
233679897627484,445465541932178,861411103731360
231882629926024,443823037205540,861411103731360
231670188057924,449144427350756,861411103731360
230952330977676,441970695194432,861411103731360
230670023191608,442770747790614,861411103731360
229609869946072,439686579651288,861411103731360
228693653312432,453697630307894,861411103731360
228581649955120,436793117325970,861411103731360
227564689027676,435167678262044,861411103731360
227405496272108,446773859694636,861411103731360
226189902081220,436220111437278,861411103731360
221215237455520,430142084906238,861411103731360
